gene,cluster,avg_log2FC,p_val_adj
Efna1,6,2.1484182,8.681196698091514e-223
Mbd2,6,1.2254618,1.119705868081346e-222
Gask1b,6,1.8090749,1.0320258178713568e-221
Acsl5,6,1.9668462,9.725494539298904e-220
Anxa1,6,3.6173897,1.2873912220312005e-218
Sntb1,6,1.6525023,4.550535316436297e-218
Krt17,6,6.7287726,5.90845398088222e-218
Rassf7,6,1.9335771,2.2856085279400388e-217
Cebpb,6,1.9670688,1.6400509233495197e-216
Pkp1,6,6.46808,9.237355064769378e-216
Wnt10b,6,7.2319174,4.249344790297059e-211
Firre,6,1.4082437,1.6714431441393027e-207
Nudt11,6,1.8493952,8.862050026548749e-207
Agap3,6,1.0882238,2.957864561515394e-206
Fgf8,6,5.142233,3.251740097693997e-206
Lrrc1,6,1.56465,3.988165591435081e-204
Psph,6,1.204423,8.510178796032786e-204
Jag1,6,1.8266103,3.879393193782516e-203
Camk4,6,2.238939,8.247865344347861e-203
Kif13b,6,1.374097,6.598768990981583e-202
Sh3rf3,6,2.1774695,2.8753189807837162e-201
Hotairm1,6,3.024908,8.910923435070909e-201
Map3k20,6,1.3294262,5.576433023143551e-199
Mtarc2,6,1.0089748,4.8281689941798455e-198
Stxbp2,6,2.8035443,1.5545959760317116e-195
Dlx1,6,5.897539,6.509063246919059e-194
Mapk4,6,2.804607,2.5580808357790774e-193
Prag1,6,1.6443638,1.4764022543841354e-192
Nr3c1,6,1.5283976,2.696377487197874e-192
Cebpa,6,4.2312016,6.569736736535061e-192
Prss8,6,5.6539674,1.5322856532155764e-191
Arid3a,6,1.0726967,2.1747315653440087e-191
Slc44a1,6,1.1953622,2.2416235776315515e-191
Mb21d2,6,1.4585088,3.205182360293397e-191
Prkci,6,1.3686308,2.1564202975739754e-190
4930522L14Rik,6,1.34208,3.886670737860698e-190
Grik4,6,2.0671196,3.1368870265173413e-189
Espn,6,4.3760366,5.485217276183103e-189
Sh3rf2,6,5.2203636,7.478869826716928e-189
Gm47342,6,1.1501793,1.089244953020024e-188
Gm38426,6,2.9277608,3.3666701671788885e-188
Kitl,6,1.3455727,1.0485933005147616e-187
Cep15,6,1.0347106,6.664091549937293e-186
Gstk1,6,2.4258714,8.648795786924441e-186
Dab1,6,1.3639027,1.1730777048146746e-185
Ddit4,6,1.1295327,1.064350076781806e-184
Erbb3,6,2.6984491,2.2361509731651672e-183
Baiap2,6,1.8734491,2.5652611442778473e-183
Esrp2,6,7.752137,4.804391479340167e-183
Arhgap29,6,1.2253261,4.8490243559902054e-183
Rassf9,6,2.1940153,9.220904271266854e-183
Clcn3,6,1.1563401,2.116803436512252e-180
Rbm47,6,3.2081723,2.3309466110426295e-180
Etv3,6,1.8406026,4.559519538115439e-180
Ankrd6,6,1.7093213,1.0397850885147274e-177
Sat1,6,1.1457573,3.950210595284783e-176
Tfap2c,6,1.7161701,2.5553529599446626e-175
Fam241a,6,3.5570574,3.4061094653746724e-174
Filip1l,6,1.2500787,2.481828325645921e-172
Dach2,6,1.4844447,3.6769269823653626e-172
B3gnt2,6,2.4312544,7.457775946011596e-171
Tmem205,6,1.2099335,5.6903691315574014e-170
Ppp2r2b,6,2.0768814,6.797776848444693e-169
Ppp1r14c,6,3.7980888,1.0519304613040087e-165
Plekhg3,6,1.7114912,1.5101654101262663e-164
Tmem238,6,1.7624528,1.907049308662786e-163
Trp53i11,6,1.5489641,3.52644173900512e-163
A330001L22Rik,6,2.2828248,3.5717605131963187e-163
Ass1,6,3.4383643,3.1504649843148223e-161
Niban2,6,1.671896,3.617210156898034e-161
Errfi1,6,1.1700525,5.932720964049814e-161
Ccdc18,6,1.214028,7.32493384351219e-160
Irs1,6,1.051063,1.2604740004562438e-159
Kirrel3,6,1.045003,2.3651460094995007e-159
Hoxb2,6,1.1448857,4.161439638429899e-159
Mettl27,6,1.913091,4.166740563690313e-159
Pla2r1,6,4.1994123,5.044800079697931e-159
Cep170b,6,2.188026,6.704248245110386e-159
Dennd2c,6,2.828436,1.0329422646922081e-157
Wipf2,6,1.0211531,1.4835972032544654e-157
Mpst,6,1.0556557,2.3885663528764995e-156
Cacna1b,6,4.350209,2.8005510740501456e-156
Map3k1,6,1.1853517,5.227589995183839e-156
Hoxc5,6,1.4944341,2.662570628560417e-155
Pank1,6,1.0231526,6.506355942784307e-155
Trmt9b,6,3.039421,1.570760971731873e-154
Slc7a5,6,1.6366049,1.710245761333248e-154
Plec,6,1.3047423,5.402917199664937e-153
Mfge8,6,1.0246631,3.3408586707508957e-152
Proser2,6,3.3047738,1.7473295467169315e-151
Hoxc6,6,1.1656413,2.086769409757058e-151
Pycard,6,1.9873799,2.362891817350094e-151
Ppl,6,7.029818,3.264181252172868e-151
Ccdc3,6,2.7519138,3.7105375367867296e-151
Frmpd1,6,3.4368775,8.407490147317223e-151
Khdrbs3,6,1.2331859,2.078633542820707e-149
Ovol2,6,7.310159,2.170860867595287e-149
Tpbg,6,1.1387125,5.342703341724343e-149
Gprc5c,6,1.810351,7.174148908838267e-149
Clxn,6,2.2891872,1.301957207453083e-148
Acvr1b,6,2.1002827,4.435297812853068e-148
Nup210,6,2.6569564,6.702631934936929e-148
Mgst3,6,1.256743,1.6641848569821217e-147
Vgll3,6,1.4799399,2.726408468297465e-147
Ago1,6,1.1788765,3.853097056932799e-147
Mbp,6,3.6097558,1.0765217612158748e-146
Srd5a1,6,1.7414323,2.2825201243509756e-146
Fzd10os,6,1.2611377,9.445053242140111e-146
Hook1,6,2.2725005,1.7638352688776066e-145
Unc5b,6,1.0622036,1.8252969467133128e-144
Dmkn,6,7.298174,2.2537503607383517e-144
Palm3,6,3.4316375,4.581932245666349e-144
Frrs1,6,1.8426743,1.9633157481214086e-143
Slc7a11,6,2.6015186,5.127694062608567e-143
Tmem250,6,1.0767976,4.036606859788229e-142
Arrdc4,6,1.4206663,5.34896173739511e-142
Vangl1,6,1.4631476,6.587674497793055e-142
Mpped1,6,3.2383683,7.034286886624806e-142
Bambi,6,1.4634753,1.9033430221329272e-141
Tjp2,6,1.1528358,4.1524746290983607e-141
Eps8l2,6,4.5757346,6.108718706679429e-140
Mid2,6,2.602539,1.1073833763467493e-139
Krt10,6,1.3792428,1.4879955156160326e-139
Ldlrap1,6,1.621539,1.698046318760092e-139
Cib2,6,1.0472344,4.950500190785615e-139
Hook2,6,1.7567531,3.1886451102380675e-138
Gm29943,6,8.075248,4.494149613897378e-138
Ccdc191,6,1.0795684,1.9574956371563725e-137
Fgd2,6,3.7903545,2.8532583510974576e-136
H2bc27,6,1.2268248,3.141877128416609e-135
Prdm11,6,1.0605398,1.0250334377674139e-134
Tead3,6,1.3362148,1.1448308710580197e-134
Aftph,6,1.0117021,3.4254724910061295e-134
Ptprz1,6,2.1531584,6.113474895076431e-134
Crybg1,6,4.1939063,9.365918947596818e-134
Grhl3,6,5.6685514,1.0176953671632805e-133
Sytl1,6,5.4889307,1.2621213277822726e-133
Nectin4,6,7.194148,3.3188052448346094e-133
Krtdap,6,6.232807,3.71188024764267e-133
Vwa2,6,4.176141,9.052564641200411e-133
Ece1,6,1.1503398,2.087773820376562e-132
Dclre1c,6,2.0028963,2.0945070066602458e-132
Sgsm2,6,1.5699368,4.584245283888792e-131
Ppp1r13l,6,3.0107481,1.520139542633792e-129
Dcaf4,6,1.3785626,1.5489911821367694e-129
Ccdc88c,6,2.0989738,3.649673985625374e-129
Ccng1,6,1.0691352,5.572733214986638e-129
Large2,6,3.6958513,5.927144124786311e-129
Ntn4,6,2.1632915,6.044290573500167e-129
Reep4,6,1.0679086,1.4110373709753747e-128
Erbb2,6,1.7555163,1.6101620933596514e-128
Tpp1,6,1.3718293,4.809203079288974e-128
Llgl2,6,3.8557405,3.677905044768895e-127
Met,6,1.5266651,7.490863124009148e-127
Crb3,6,8.125035,2.7447469890440975e-126
Pygl,6,3.3044817,2.718479823433268e-125
Aldh4a1,6,2.1065736,3.344581083573712e-125
Arid3b,6,1.2462108,4.962079218276771e-125
Lama3,6,4.4307747,6.787667943889649e-125
Wfdc2,6,1.227308,2.1506198147865272e-124
Cyb561,6,3.3708632,2.1506198147865272e-124
2310030G06Rik,6,4.4799147,2.691233259192324e-124
Rab27b,6,2.6528795,4.287268236408969e-123
Hoxc4,6,1.0709882,5.0948490834529665e-123
Sema4b,6,1.7332294,1.0935137374782104e-121
Sema3f,6,1.3094801,1.1268895581736164e-121
Klc3,6,4.302502,7.412969832519784e-121
Sema4d,6,2.1055114,1.564176514007043e-120
Dcaf17,6,1.0633019,3.7858668970008483e-118
Abhd11,6,1.1021943,4.502420958705046e-118
Cgn,6,4.42754,5.136479047971522e-118
Hoxb3os,6,1.4354088,1.1029924953170517e-117
Gm52290,6,3.0898128,4.211694704263031e-117
Tuft1,6,3.4841604,5.776102759083142e-117
Dlx5,6,1.7176843,1.6317085393155067e-116
Adamts17,6,1.0063511,2.081691976464985e-115
Il17re,6,6.8670154,3.634204317900911e-115
Cacnb3,6,1.0120761,5.205102357058203e-115
Raet1e,6,2.6992087,8.138865805490673e-115
Gm53199,6,4.1333656,1.766134893478622e-114
Ssx2ip,6,1.3181454,5.1315588275177705e-114
Chst15,6,1.336167,1.5492815165464217e-113
Pisd-ps3,6,1.4311095,3.575842638631998e-113
Dusp14,6,2.4805453,4.7829505359606686e-113
Upk3bl,6,6.50414,1.1186318050049795e-112
Mblac2,6,1.7383422,5.903044624732075e-112
Lmo1,6,1.644387,8.277333268789344e-112
Acp6,6,1.2722651,1.533327180167612e-111
Adi1,6,1.3676943,3.170612236527166e-111
Sft2d2,6,1.7044803,2.699303815739108e-109
Lgr6,6,4.0758405,7.227323609038389e-109
Gm26688,6,2.7042778,2.3872605256803838e-108
Frk,6,1.7273002,5.44673450870302e-108
Arap2,6,3.4487338,1.1708928448458501e-107
Fzd1,6,1.147267,3.3145921598579874e-107
Slc66a3,6,4.155158,3.382130903079389e-107
Cldn3,6,7.112292,3.51848539978048e-107
Anxa7,6,1.0918533,4.1024920910351055e-107
Gm52238,6,6.980994,1.2201974123127323e-106
Rgmb,6,1.1366304,1.6110771953161546e-106
Pla2g4a,6,1.6339248,3.495523531770192e-106
Arhgap8,6,3.6714845,8.558719449870935e-106
Nab1,6,1.0871354,1.043209769698208e-105
Arhgef16,6,4.7864165,1.2028051427865936e-105
S100a14,6,7.4854016,1.7098122931462796e-105
Dgka,6,2.695311,1.9981486605974977e-105
Nr2e3,6,6.8761106,4.900338199692472e-105
Cpox,6,1.0682507,1.0425340367632313e-104
Tmem63b,6,1.0098403,1.4636766792552482e-104
Sost,6,6.511328,1.676687735714901e-104
Pou2f3,6,2.5799,1.1245755219400004e-102
Irx5,6,1.0474424,3.604297672313135e-102
Micall1,6,1.5692527,3.394643708933423e-101
Bdh1,6,2.3284497,5.837809413169617e-101
Shb,6,1.0175406,6.152857957213922e-101
Ackr3,6,1.6916852,3.2566855399905487e-100
Cbr2,6,5.881828,9.601197479889924e-100
Arrdc1,6,2.579425,5.141386748779693e-99
Rasa3,6,1.5406512,7.710561821314085e-99
1810019D21Rik,6,5.216497,1.8584401173533097e-96
9330162012Rik,6,5.361132,6.7192557458761974e-96
Platr21,6,6.701717,1.5962951048653873e-95
Tspear,6,4.5326147,1.6264069876609907e-95
Iqank1,6,3.7026494,4.447846485305699e-95
Syt1,6,3.1505694,4.727243443977647e-95
Prickle3,6,2.067614,8.367975785163681e-94
Dsc3,6,5.435764,1.8327592569597292e-93
Fam83h,6,4.815315,2.5344183843268556e-93
Plcxd3,6,2.4432592,3.634789197121397e-93
Gstm2,6,1.6705601,5.7861269996421946e-93
Rhbdl3,6,2.5138454,1.5023636959946828e-92
Dock9,6,1.0030867,6.876888488077314e-92
Pwwp2b,6,2.7661502,1.5136178615386035e-91
Fat2,6,8.070506,2.4885411168583037e-91
Gm41284,6,2.6920295,2.91093783637914e-91
Pik3ip1,6,2.2030303,1.3317903447646624e-90
Gabrg3,6,2.5070553,3.2323225374813085e-90
Traf3ip2,6,1.4111857,1.1354555902854282e-89
Mctp2,6,3.0702302,1.3060088675732007e-89
Gm15050,6,2.2366889,1.0393196524657279e-88
Pak6,6,5.1877656,9.411412208263941e-88
Rapgefl1,6,2.5210726,4.60875772127383e-87
Rcan1,6,1.0064042,5.41458139695998e-87
Snap91,6,2.2609253,7.5943474065257705e-87
AI661453,6,4.8899436,1.1162934958717671e-86
Cpz,6,3.974477,1.752158697191193e-86
Card10,6,3.671182,3.3466384141310874e-86
Pou6f2,6,3.5946326,1.3364157339547956e-85
Slc22a23,6,1.5633938,5.0325341518435135e-85
Mif4gd,6,1.2025216,7.08930041845461e-85
Baalc,6,2.2048674,9.297811825912056e-85
Nipal2,6,1.8858424,3.8660117460573563e-84
Dlx4os,6,6.785482,4.44987076425083e-84
Baiap2l1,6,1.4414291,7.8278580158912115e-84
Nedd9,6,1.2444595,1.110170482831487e-83
Emx2,6,1.1568036,1.267485515361404e-83
Anxa8,6,7.041694,1.7667551289715694e-83
Usp31,6,1.0954132,3.1161287012362526e-83
Fosl2,6,2.5976431,3.2261567669574777e-83
Cntn5,6,1.7750828,1.6877223598099184e-82
Tbc1d8,6,1.9714752,1.862116922679759e-82
Lyrm9,6,1.2516487,4.5196466220744345e-82
Lrrk1,6,1.0177177,2.1818378257765607e-81
Rnf144b,6,3.1030343,2.548341721171337e-81
Plch2,6,5.733831,4.229487116004993e-81
Smtnl2,6,2.4315028,1.7319744017802536e-80
Pex7,6,1.04061,2.7304633336235077e-80
Endou,6,6.713455,2.7898520924386342e-80
Sema3e,6,1.9880818,7.70783395907352e-80
Acot1,6,1.1780493,1.899143289828386e-79
Cited4,6,4.285719,4.968362294611143e-79
Krtcap3,6,1.9575194,8.648930627556319e-79
Heca,6,1.0502262,9.455135537191908e-79
Tmem51,6,1.7680092,2.0672366290153363e-78
Ofcc1,6,5.102741,4.749598369687388e-78
Acp3,6,5.355182,3.833804786893648e-77
Tbc1d10a,6,1.1058742,1.2332059384911985e-76
Ggta1,6,1.2616841,1.3237004795342285e-75
Tdrp,6,5.0320735,1.5908772600603843e-75
Cd44,6,1.3901817,2.3700824695758385e-75
Aldh5a1,6,1.6567632,2.4053280953545865e-75
Dlx4,6,6.2933903,4.292893017205876e-75
Gprc5b,6,1.1563166,9.834907930867428e-75
Ahr,6,2.4165497,5.592479423461254e-74
Pik3c2g,6,5.171414,1.155794785081265e-73
Prkx,6,1.1031388,2.068597048456749e-73
Dsc2,6,4.2390394,4.3288427352563853e-72
Rffl,6,1.1050266,5.668359292614455e-72
Cyp39a1,6,1.0407269,2.176188469962262e-71
Plxnb1,6,1.2772157,2.9828160108398037e-71
Ell3,6,3.4306893,3.8525194099629075e-71
Slc15a2,6,2.8251452,4.728744960000761e-71
Ociad2,6,1.727404,1.3245159478711849e-70
BC064078,6,4.2548075,1.3509839488803441e-70
Rhpn2,6,3.0927854,2.1795354649031323e-70
Tex2,6,1.1877941,2.6422942086959002e-70
Sidt2,6,1.2544997,2.8254080547806346e-70
Gm34061,6,5.7068663,3.339709617654309e-70
Ndufa4l2,6,2.3376215,3.806376763274592e-70
Catsperz,6,4.479894,1.2060729075189632e-69
Abhd11os,6,2.1545372,1.2444602479834392e-69
Sdr39u1,6,1.0020428,2.398191210226149e-69
Crybg3,6,1.1052018,2.830370769372438e-69
BC039771,6,1.5066601,5.665557979439859e-69
Bnc1,6,3.6393614,7.934042518379168e-69
Ap1s3,6,1.3819401,8.679687662499597e-69
Icam1,6,3.080274,1.041046691414818e-68
Tubb3,6,2.425444,1.5315309640133004e-68
Khk,6,1.7275673,2.3375677844129715e-68
Nmnat2,6,2.87378,8.471469533920057e-68
Acp5,6,3.0988104,2.6469111861429772e-67
Art4,6,6.656985,2.649808764410952e-67
Sorl1,6,1.7785616,2.893289002622105e-67
Zfp750,6,7.7896,4.082841567021212e-67
Ccdc85c,6,1.1621732,4.1863714489227105e-67
Cyria,6,1.6108329,4.656921503069111e-67
Nudt18,6,1.950938,9.676744168746824e-67
Txnip,6,1.0136985,1.3312575858319296e-66
Rassf10,6,5.629924,1.3344943151151118e-66
Cers3,6,4.6697593,1.4055816339534465e-66
Bcar3,6,1.4579713,3.079519878875093e-66
Bspry,6,6.3484716,3.6119715261654005e-66
Gm54156,6,4.3367352,6.812055430057796e-66
Ptch2,6,1.8560265,7.270180769476555e-66
Prrg4,6,3.7818062,1.270336093722101e-65
Dlk2,6,3.9721324,1.9436081390285175e-65
Exph5,6,5.1049657,2.536509453955868e-65
Emx1,6,8.197234,3.3760123763920947e-65
Mindy2,6,1.1634955,5.2135230181682455e-65
Aqp3,6,7.430914,1.238953935403684e-64
Lypd3,6,8.117838,1.30046751615617e-64
Hoxc13,6,8.055933,2.542612416204423e-64
Phldb3,6,5.1914415,7.313540001307519e-64
Cds1,6,3.7943227,9.464777205386144e-64
Rapgef5,6,1.2625741,1.0530452380059942e-63
Slc12a4,6,1.2011683,1.3903642186061883e-63
Afg1l,6,1.0602486,1.528575693834748e-63
Cblc,6,4.084422,3.0763046269988474e-63
Ppp1r36,6,2.6641836,5.510600507278532e-63
Prss23,6,1.5590414,1.6513589276887792e-62
Galnt3,6,3.0255256,8.2141283657985e-62
Tmtc1,6,1.5274954,2.409636093662895e-61
Ifi30,6,1.263758,3.805079695081627e-61
Sord,6,1.2172674,8.000788282914714e-61
Stard8,6,1.5393484,1.7965712190723298e-60
Plekha6,6,3.4844158,1.986388909866343e-60
Pcgf5,6,1.8886667,2.590995935120671e-60
Hexb,6,1.210865,3.616753151253382e-60
Ptpru,6,2.0534792,3.973988429098161e-60
Gm53595,6,1.9652518,5.23862261960158e-60
Adgrg1,6,3.8308694,7.94505428849927e-60
Abhd14b,6,1.6485928,1.0071042370166526e-59
Erich1,6,1.0660539,1.3521816358173071e-59
Hebp2,6,1.1230228,3.292801925250427e-59
Sptbn2,6,1.9116743,5.616883257422567e-59
Stap2,6,2.0461237,6.459974263460272e-59
Acad11,6,1.8848567,6.833813015892553e-59
Fuca2,6,1.5174233,7.037316797519937e-59
Arvcf,6,1.1603575,8.799757791413388e-59
Arhgap22,6,3.3528037,1.4284174984013909e-58
Lfng,6,2.2437844,6.009428087178427e-58
Nhsl3,6,1.477866,9.017021482385475e-58
Afap1l1,6,1.3337293,1.2876773702179096e-57
Hpn,6,4.1250706,1.343986566456788e-57
Tinagl1,6,2.7581263,2.309559598512596e-57
Macc1,6,4.207587,6.106453998882338e-57
H2-D1,6,1.6485807,1.1172121435896256e-56
Scube3,6,1.0870589,3.551041296040438e-56
Cmtm8,6,1.0554144,8.564465790611219e-56
Aldh16a1,6,1.128991,2.3472361218441315e-55
Tceal5,6,1.2000561,3.9122212603652334e-55
Slc16a10,6,1.391053,3.2369598132365383e-54
Aldh6a1,6,1.1842092,1.1518986383282124e-53
Podxl,6,2.4172752,1.764908092846638e-53
Pik3cb,6,1.7254498,3.052471595078368e-53
Zdhhc2,6,1.3591777,3.1475924864433003e-53
Map3k5,6,1.1207033,3.9360148127880236e-53
Ccdc68,6,3.4252772,3.964559163612998e-53
Castor1,6,2.5670235,5.398020107929181e-53
Ltbp4,6,1.2948195,1.1012297968378938e-52
Dock8,6,2.4535625,3.1614861111142143e-52
Slc9a9,6,1.2359055,4.5604571960544114e-52
Sema4a,6,2.5401523,6.781699622593664e-52
Ripply3,6,3.2331717,1.145373747097431e-51
Lin28a,6,1.1754267,1.2493301230417058e-51
Tst,6,1.6595551,3.068467580635277e-51
Kif26a,6,1.1244423,3.7960262595629067e-51
Akap17b,6,1.4271878,7.328870637649466e-51
Tulp2,6,3.2924566,7.407781188538067e-51
Sowahc,6,1.4218583,8.357570389120271e-51
Prkcz,6,1.5260936,1.747688027193931e-50
Tmem94,6,1.0519067,2.0534470098391376e-50
F3,6,2.4495301,4.026002602152081e-50
Gchfr,6,2.101197,7.168507746116914e-50
Smagp,6,2.145867,1.5106663059923618e-49
Gm36595,6,3.0383272,1.797327161675521e-49
Glt1d1,6,1.7859417,2.1654987852287508e-49
Plcb3,6,1.0465142,4.754450395365147e-49
Cldn1,6,2.9443557,8.277371873358281e-49
Thsd7b,6,2.4030335,9.57930779074485e-49
Synpo2,6,1.6581359,1.7415721560741615e-48
Sbno2,6,1.2550124,2.3947791452863585e-48
Ccdc122,6,1.8457992,2.3979001445830724e-48
Tgfb1,6,1.0241412,2.6837368433962332e-48
Sik1,6,1.3192735,4.559300321634449e-48
Cracr2b,6,2.672833,1.6387963763032724e-47
Camsap3,6,2.933099,1.7522978341813225e-47
Anxa4,6,1.4079827,3.986120516878213e-47
Unc13b,6,1.2575215,4.507171466843006e-47
Eaf2,6,1.4028525,6.039687430941013e-47
Tuba4a,6,2.260747,7.961117788223657e-47
Hs6st1,6,1.4523951,8.323987611355744e-47
Igsf9b,6,1.6778636,9.357288461284751e-47
Mfsd6,6,2.5154407,1.5030743456251118e-46
Klhl8,6,1.596995,1.0190399486083507e-45
Syngr2,6,1.0417163,1.1407727815720622e-45
Susd1,6,2.0127053,3.7152553335051616e-45
Serinc5,6,1.331033,1.0109536846843599e-44
Flrt1,6,1.0451556,1.4007916636491968e-44
Prkcd,6,1.0259744,3.5805684706531934e-44
Cpa6,6,2.2108228,4.645490804154691e-44
Myc,6,1.1293502,7.850826334044107e-44
Smim1,6,1.4041196,1.574552538905996e-42
Cbarp,6,1.3258615,2.6888366224737587e-42
Mapkapk3,6,2.3781853,3.2556182208755186e-42
Crnde,6,1.1515565,4.3792625246681906e-42
Rnf128,6,2.0744374,5.0084803745453606e-42
Rab3d,6,2.173151,5.758406244987485e-42
Ptges,6,1.4828095,5.50578150388355e-41
Mreg,6,2.1407242,9.407807085707952e-41
Ttc7,6,2.0681474,1.0615339577091436e-40
Inafm2,6,1.3727132,1.3433312952869921e-40
Mapt,6,2.4412928,3.466170100778128e-40
Tmem178,6,1.1921284,1.1520796999109776e-39
Abhd4,6,1.0141134,3.5397604748458406e-39
Grm8,6,1.3092391,4.86344995479158e-39
Fgf11,6,1.6604882,5.026873030127111e-39
1110019D14Rik,6,1.6012622,1.3652203631407682e-38
Gstt3,6,2.2301667,1.6787888787315877e-38
Ppargc1b,6,1.5450363,2.864384760058709e-38
Esrra,6,1.0261575,7.157982980681498e-38
Pnldc1,6,1.6879317,3.016611999267851e-37
Morc4,6,1.0438296,7.606019220342996e-37
Lrrc61,6,1.2243035,1.3271307852028941e-36
Nucb2,6,1.094583,2.674687981527544e-36
Rtn4ip1,6,1.4771584,3.6433808720175206e-36
C330018D20Rik,6,1.0066996,4.4813613544918245e-36
Itga4,6,1.14698,9.988619807411835e-35
Prkcb,6,1.2680413,3.306071848010464e-34
Gm57749,6,1.9792601,4.388237539655664e-34
Ermp1,6,1.1046919,6.299445895672203e-34
Cav1,6,1.2774354,7.910521031291399e-34
Kyat1,6,1.2601781,8.31359202827368e-34
Htra1,6,1.1252447,1.1763877577700819e-33
Mgat4a,6,1.2302595,1.2616169530571669e-33
Gm40780,6,1.1387057,1.8217188108493497e-33
Samd10,6,1.5778022,4.06427328705461e-33
Npr3,6,1.5271744,4.382184896241652e-33
Dok5,6,1.7835808,4.550976550035621e-33
Fahd2a,6,1.1467093,5.2360259123812235e-33
Cmtm6,6,1.0750731,1.0810708589345337e-32
Vwa5a,6,1.4135648,2.2769016816934966e-32
Plcd3,6,1.8536053,2.3438308617273416e-32
Syndig1,6,1.5382929,3.483348591321805e-32
Metrnl,6,1.5738544,4.77948638967709e-32
Gm57815,6,1.0669353,6.713367157648819e-32
Rhbdf1,6,1.0211251,9.199953357210536e-32
9230114K14Rik,6,1.5259234,1.6668780920960834e-31
Tmem59l,6,1.1674459,5.0963503189255375e-31
Selenbp1,6,1.0540192,8.904793842911187e-31
Pex26,6,1.4840163,1.060818674806089e-30
Nudt10,6,1.16496,3.409838489540859e-30
Rspo2,6,1.5313021,4.35039281534199e-30
Mtmr7,6,1.6301258,8.101309160256106e-30
Tmem53,6,1.4374595,1.9095875572292032e-29
Tab3,6,1.0144033,2.470276984073712e-29
Col8a1,6,1.1969528,4.737277234170468e-28
Mtmr10,6,1.0640696,4.73412647715038e-27
Penk,6,1.0711789,5.482624634798112e-27
Lonrf1,6,1.137325,1.3180852867950931e-25
Smim10l2a,6,1.1983134,2.975635187037599e-25
LOC102637792,6,1.1049373,4.564872104870691e-25
Lck,6,1.1050152,6.263439531657165e-25
Trpm4,6,1.1235065,1.5995945705143326e-23
Zfp607a,6,1.3028431,3.371834624222692e-23
Dedd2,6,1.3045105,3.9160302204612306e-23
Pnpo,6,1.1880255,2.6083421118986887e-22
Ndrg2,6,1.4608942,2.5903856068516344e-21
Rabggta,6,1.1139339,1.0389011479885527e-20
Zc3h6,6,1.0135328,2.3701980918641274e-20
Gm51806,6,1.0077101,8.563796526529841e-20
Emp2,6,1.129109,1.8293543304012727e-19
Dusp10,6,1.0065964,2.945413306777912e-19
Yipf2,6,1.0539386,7.352576364115169e-19
Acrbp,6,1.0003259,5.224215302087854e-18
Bmal1,6,1.0848321,1.0281840021491521e-17
Wdr31,6,1.0370466,8.419892346694939e-17
Gng11,7,5.317475,0.0
Crip2,7,6.330919,0.0
Egfl7,7,5.6897616,0.0
Emcn,7,9.67577,0.0
Cdh5,7,10.167232,0.0
Ecscr,7,7.762801,0.0
Tagln2,7,4.6043,0.0
Cd34,7,6.568374,0.0
Kdr,7,8.421263,0.0
S100a16,7,5.8702626,0.0
Flt1,7,8.834454,0.0
Plvap,7,8.373685,0.0
Cldn5,7,10.237245,0.0
Pecam1,7,8.6716175,0.0
Ramp2,7,5.1938953,0.0
Vamp5,7,5.992207,0.0
Ptprm,7,4.617402,0.0
Gimap6,7,8.271796,0.0
Eng,7,6.396943,0.0
Cavin3,7,4.7601647,0.0
Esam,7,9.38922,0.0
Arhgap18,7,5.111608,0.0
Col18a1,7,4.317124,0.0
Thsd1,7,7.0105104,0.0
Lmo2,7,4.9995933,0.0
Rasgrp3,7,8.288069,0.0
Tspan18,7,4.9206395,0.0
Plxnd1,7,7.121342,0.0
Cd93,7,9.514524,0.0
Hspg2,7,4.158843,0.0
Ets1,7,4.0954733,0.0
Icam2,7,9.552558,0.0
Tmem255a,7,8.207257,0.0
Cyyr1,7,6.0494323,0.0
Prkch,7,5.5285244,0.0
Rbpms,7,3.315257,0.0
Col4a2,7,3.705644,0.0
Adgrf5,7,8.329197,0.0
Rasip1,7,7.2003264,0.0
Tgfb1,7,5.35212,0.0
Msn,7,3.2113087,0.0
Elmo1,7,4.1937194,0.0
Aplnr,7,10.248701,0.0
Mef2c,7,3.4510322,0.0
Arap3,7,6.0970426,0.0
Gngt2,7,6.949651,0.0
Ctla2a,7,8.516982,0.0
Smagp,7,6.0920005,0.0
Tie1,7,9.769733,0.0
Plk2,7,3.7802925,0.0
Pcdh17,7,4.359167,0.0
Anxa3,7,5.072916,0.0
Tubb6,7,3.675336,0.0
Arhgap31,7,3.284649,0.0
Rhoj,7,3.1214085,0.0
Ptp4a3,7,3.5775824,0.0
Lcp1,7,5.638929,0.0
Ptprb,7,8.338038,0.0
Col15a1,7,6.612619,0.0
Afap1l1,7,5.0676045,0.0
Itga6,7,4.157638,0.0
Mfng,7,7.465359,0.0
Arhgef15,7,6.827416,0.0
Tek,7,5.6090984,0.0
Limch1,7,3.0513663,0.0
Pon2,7,3.671355,0.0
Efna1,7,5.031646,0.0
Fgd5,7,5.734847,0.0
Arhgap29,7,3.4805512,0.0
Prcp,7,3.2839286,0.0
Sipa1,7,3.552527,0.0
Pea15a,7,2.905171,0.0
Frmd4b,7,3.1589751,0.0
Gm32273,7,6.1953697,0.0
Zfpm2,7,3.6143854,0.0
F11r,7,4.6302714,0.0
Ehd2,7,4.0735216,0.0
Kitl,7,3.9413712,0.0
Kank3,7,5.1402817,0.0
Ostf1,7,3.3345463,0.0
